,0
1489,Apple 
1490,Apple 
1491,Apple 
1492,Shareholder 
1493,Ackman 
1494,Apple 
1495,Sydney 
1496,Michigan 
1497,Michigan 
1498,Amazon 
1499,Amazon 
1500,Amazon 
1501,Goldman 
1502,Goldman 
1503,Twitter 
1504,Twitter 
1505,Facebook 
1506,Facebook 
1507,Twitter 
1508,Nasdaq 
1509,Twitter 
1510,Michigan 
1511,Apple 
1512,Apple 
1513,Ackman 
1514,Ackman 
1515,Ackman 
1516,Amazon 
1517,Goldman 
1518,Goldman 
1519,Apple 
1520,Apple 
1521,Apple 
1522,Apple 
1523,Apple 
1524,Apple 
1525,Goldman 
1526,Business Insider 
1527,Facebook 
1528,Ackman 
1529,Ackman 
1530,Yellen 
1531,Google 
1532,Apple 
1533,Apple 
1534,Apple 
1535,Facebook 
1536,Facebook 
1537,Facebook 
1538,Facebook 
1539,Business Insider 
1540,Reuters 
1541,Google 
1542,Google 
1543,Amazon 
1544,Twitter 
1545,Reuters 
1546,Goldman 
1547,Goldman 
1548,Bitcoin 
1549,Bitcoin 
1550,Bitcoin 
1551,Business Insider 
1552,Amazon 
1553,Amazon 
1554,Apple 
1555,Twitter 
1556,Twitter 
1557,Tesla 
1558,Twitter 
1559,Facebook 
1560,Facebook 
1561,Twitter 
1562,Twitter 
1563,Twitter 
1564,Twitter 
1565,Reuters 
1566,Bitcoin 
1567,Goldman 
1568,Twitter 
1569,Facebook 
1570,Twitter 
1571,Twitter 
1572,Twitter 
1573,Bitcoin 
1574,Twitter 
1575,Twitter 
1576,Twitter 
1577,Goldman 
1578,Goldman 
1579,Bitcoin 
1580,Bitcoin 
1581,Bitcoin 
1582,Bitcoin 
1583,Bitcoin 
1584,Michigan 
1585,Business Insider 
1586,Twitter 
1587,Facebook 
1588,Goldman 
1589,Michigan 
1590,Sachs 
1591,Goldman 
1592,Apple 
1593,Apple 
1594,Morgan 
1595,Tesla 
1596,Single 
1597,Single 
1598,Twitter 
1599,Reuters 
1600,Ackman 
1601,Goldman Sachs 
1602,Facebook 
1603,Kahneman 
1604,Yellen 
1605,Tesla 
1606,Business Insider 
1607,Apple 
1608,Business Insider 
1609,Tesla 
1610,Business Insider 
1611,Ackman 
1612,Twitter 
1613,Facebook 
1614,Facebook 
1615,Yellen 
1616,Berkeley 
1617,Yellen 
1618,Yellen 
1619,Apple 
1620,Apple 
1621,Apple 
1622,Apple 
1623,Apple 
1624,Apple 
1625,Apple 
1626,Apple 
1627,Apple 
1628,Apple 
1629,Apple 
1630,Google 
1631,Reuters 
1632,Krugman 
1633,Twitter 
1634,Twitter 
1635,Facebook 
1636,Google 
1637,Apple 
1638,Google 
1639,Apple 
1640,Apple 
1641,Microsoft 
1642,Bitcoin 
1643,Bitcoin 
1644,Apple 
1645,Bitcoin 
1646,Business Insider 
1647,Tesla 
1648,Apple 
1649,Apple 
1650,Goldman Sachs 
1651,Goldman 
1652,Goldman 
1653,Bloomberg 
1654,Facebook 
1655,Goldman 
1656,Apple 
1657,Goldman 
1658,Goldman Sachs 
1659,Business Insider 
1660,Business Insider 
1661,Business Insider 
1662,Business Insider 
1663,Bitcoin 
1664,Yellen 
1665,Goldman 
1666,Ackman 
1667,Ackman 
1668,Ackman 
1669,Reuters 
1670,Bitcoin 
1671,Reuters 
1672,Bitcoin 
1673,Bitcoin 
1674,Bitcoin 
1675,Bitcoin 
1676,Bitcoin 
1677,Litecoin 
1678,Bitcoin 
1679,Bitcoin 
1680,Johnson 
1681,Johnson 
1682,Johnson 
1683,Germany 
1684,Harry 
1685,Bitcoin 
1686,Bitcoin 
1687,Amazon 
1688,Bitcoin 
1689,Bitcoin 
1690,Apple 
1691,Apple 
1692,Apple 
1693,Apple 
1694,Apple 
1695,Amazon 
1696,Google 
