,0
2105,100%
2106,0.0005%
2107,7.59%
2108,12%
2109,14%
2110,14%
2111,16%
2112,56%
2113,46%
2114,15%
2115,25%
2116,55%
2117,65%
2118,80%
2119,30%
2120,20%
2121,25%
2122,15%
2123,30%
2124,15%
2125,20%
2126,40%
2127,34%
2128,5.4%
2129,3.5%
2130,65%
2131,55.9%
2132,47.1%
2133,50%
2134,8.1%
2135,60%
2136,15%
2137,15%
2138,50%
2139,55%
2140,40%
2141,57%
2142,65%
2143,30%
2144,42%
2145,26%
2146,0.8%
2147,0.2%
2148,1.0%
2149,0.0%
2150,1.1%
2151,0.25%
2152,3.5%
2153,4.2%
2154,3.7%
2155,3.6%
2156,3.4%
2157,0.4%
2158,0.8%
2159,1.6%
2160,1.20%
2161,1.60%
2162,2.90%
2163,0.8%
2164,0.3%
2165,0.8%
2166,0.8%
2167,13%
2168,15%
2169,90%
2170,25%
2171,10%
2172,20%
2173,30%
2174,14%
2175,21%
2176,51%
2177,43%
2178,13%
2179,29%
2180,40%
2181,40%
2182,135%
2183,2.5%
2184,50%
2185,22.5%
2186,12.5%
2187,10%
2188,35%
2189,20%
2190,15%
2191,15%
2192,10%
2193,20%
2194,20%
2195,0.9%
2196,0.7%
2197,0.2%
2198,0.2%
2199,0.6%
2200,0.6%
2201,0.4%
2202,+0.1%
2203,+0.2%
2204,+0.3%
2205,0.3%
2206,0.4%
2207,1.5%
2208,0.1%
2209,2.0%
2210,1.3%
2211,2.0%
2212,0.4%
2213,1.3%
2214,1.2%
2215,0.2%
2216,0.3%
2217,1.2%
2218,0.4%
2219,+8.5%
2220,+2.7%
2221,-4.4%
2222,-2.3%
2223,4.6%
2224,3.9%
2225,4.8%
2226,2.9%
2227,2.3%
2228,1.3%
2229,1.9%
2230,1.2%
2231,0.4%
2232,-6.9%
2233,-6.6%
2234,-5.8%
2235,-5.4%
2236,+10.7%
2237,+10.3%
2238,+9.1%
2239,0.1%
2240,0.2%
2241,0.3%
2242,0.15%
2243,25-2.3%
2244,12.98%
2245,18.11%
2246,100%
2247,100%
2248,2.84%
2249,30%
2250,82%
2251,60%
2252,80%
2253,40%
2254,3.15%
2255,20%
2256,45%
2257,42%
2258,0.4%
2259,50%
2260,10%
2261,29%
2262,20%
2263,20%
2264,19%
2265,23%
2266,30%
2267,6.0%
2268,0.6%
2269,0.4%
2270,0.6%
2271,0.5%
2272,-0.1%
2273,+0.1%
2274,0.9%
2275,0.6%
2276,-0.6%
2277,-0.4%
2278,+0.8%
2279,1.5%
2280,+2.6%
2281,0.5%
2282,0.3%
2283,-0.1%
2284,0.1%
2285,0.6%
2286,0.3%
2287,0.9%
2288,0.6%
2289,0.4%
2290,0.8%
2291,0.3%
2292,85%
2293,-2.0%
2294,+0.6%
2295,2.1%
2296,6.2%
2297,12.98%
2298,-10%
2299,12.98%
2300,25%
2301,2.5%
2302,5.25%
2303,18%
2304,18%
2305,12%
2306,12%
2307,30%
2308,80%
2309,12.98%
2310,15.73%
2311,130%
2312,100%
2313,28%
2314,21%
2315,17.2%
2316,73%
2317,7.5%
2318,10%
2319,0.3%
2320,78.9%
2321,385%
2322,10%
2323,20%
2324,2.3%
2325,1.1%
2326,3.7%
2327,2.8%
2328,0.1%
2329,0.2%
2330,0.5%
2331,0.1%
2332,0.1%
2333,5.9%
2334,4.9%
2335,35%
2336,8.5%
2337,2.7%
2338,76%
2339,153%
2340,153%
2341,20%
2342,0.1%
2343,0.2%
2344,0.6%
2345,2.4%
2346,0.6%
2347,0.3%
2348,-0.1%
2349,44%
2350,0.9%
2351,2.9%
2352,-6%
2353,0.25%
2354,3.7%
2355,1.0%
2356,22%
2357,12.83%
2358,12.83%
2359,12.83%
2360,26%
2361,55%
2362,-0.7%
2363,10%
2364,6.3%
2365,32.6%
2366,25.4%
2367,28%
2368,35%
2369,0.78%
2370,90%
2371,-6%
2372,-6%
2373,50%
2374,-8%
2375,23%
2376,25%
2377,-2%
2378,200%
2379,3.4%
2380,99.99%
2381,1.2%
2382,20%
2383,36%
2384,38%
2385,19%
2386,23%
2387,3.2%
2388,9.8%
2389,2-3%
2390,64%
2391,83.5%
2392,84%
2393,79.8%
2394,88%
2395,100%
2396,4.1%
2397,32%
2398,48%
2399,35%
2400,400%
2401,37%
2402,12.2%
2403,17.8%
2404,21%
2405,10%
2406,10%
2407,15.1%
2408,15.4%
2409,13.7%
2410,-0.04%
2411,2.4%
2412,5.1%
2413,6.5%
2414,90%
2415,31%
2416,14%
2417,8.5%
2418,-6%
2419,-6%
2420,8.24%
2421,12.98%
2422,+0.39%
2423,+0.73%
2424,+0.68%
2425,60%
2426,100%
2427,6.5%
2428,50%
2429,12.98%
2430,18%
2431,1.23%
2432,8.85%
2433,20%
2434,+0.46%
2435,0.18%
2436,1.1%
2437,1.4%
2438,+28%
2439,+44%
2440,+27%
2441,+15%
2442,+19%
2443,+10%
2444,0.78%
2445,0.5%
2446,6.5%
2447,1.0%
2448,20%
2449,4.25%
2450,11%
2451,19%
2452,62%
2453,47%
2454,50%
2455,18%
2456,124%
2457,-30%
2458,20%
2459,20%
2460,30%
2461,58%
2462,48%
2463,12%
2464,11%
2465,23%
2466,111%
2467,13%
2468,13%
2469,11%
2470,50%
2471,1.7%
2472,1.2%
2473,0.8%
2474,0.2%
2475,0.3%
2476,1.5%
2477,1.92%
2478,1.92%
2479,99.5%
2480,0.15%
2481,0.1%
2482,23%
2483,12%
2484,3.5%
2485,2.5%
2486,0.1%
2487,0.2%
2488,30%
2489,70%
2490,25%
2491,0.6%
2492,2.4%
2493,10%
2494,20%
2495,30%
2496,0.6%
2497,29%
2498,12%
2499,51%
2500,16%
2501,1.60%
2502,4.46%
2503,4.5%
2504,1.8%
2505,1.5%
2506,2.9%
2507,2.4%
2508,2.4%
2509,9.1%
2510,6.5%
2511,67%
2512,80.9%
2513,100%
2514,96%
2515,3.7%
2516,1.5%
2517,80%
2518,12.4%
2519,70%
2520,2.2%
2521,12.4%
2522,50%
2523,0.7%
2524,2.1%
2525,1.0%
2526,1.6%
2527,1.6%
2528,7.3%
2529,8.1%
2530,7.7%
2531,13.0%
2532,68%
2533,0.7%
2534,6.2%
2535,7.5%
2536,4.3%
2537,3.3%
2538,30%
2539,10%
2540,20%
2541,25%
2542,30%
2543,20-30%
2544,78%
2545,67%
2546,3.85%
2547,8.36%
2548,3.85%
2549,0.1%
2550,0.5%
2551,100%
2552,11.9%
2553,5.3%
2554,5.7%
2555,-5.8%
2556,4.1%
2557,10%
2558,10%
2559,10%
2560,0.9%
2561,0.3%
2562,40%
2563,6.7%
2564,7.1%
2565,3.7%
2566,2.1%
2567,4.9%
2568,25.3%
2569,55%
2570,-2.9%
2571,0.34%
2572,9.00%
2573,-7.67%
2574,81.4%
2575,26.5%
2576,15.9%
2577,15.1%
2578,-1.8%
2579,2.1%
2580,24.1%
2581,16.0%
2582,19-36%
2583,80%
2584,10%
2585,-0.2%
2586,2.4%
2587,5.0%
2588,6.5%
2589,1.0%
2590,30%
2591,38%
2592,32%
2593,37%
2594,31%
2595,4.216%
2596,+2.93%
2597,2.46%
2598,20%
2599,30%
2600,25%
2601,40%
2602,90%
2603,50%
2604,2.1%
2605,33%
2606,2.5%
2607,6.5%
2608,2.5%
2609,58%
2610,5.6%
2611,70%
2612,13%
2613,10%
2614,4.5%
2615,99%
2616,2.5%
2617,1.53%
2618,100%
2619,25%
2620,40%
2621,40%
2622,15%
2623,20%
2624,15%
2625,20%
2626,32%
2627,99.99%
2628,3.4%
2629,2.59%
2630,70%
2631,4.4%
2632,16.2%
2633,60%
2634,-2.78%
2635,3-4%
2636,5-6%
2637,20%
2638,30%
2639,18%
2640,18%
2641,15%
2642,18%
2643,0.3%
2644,40%
2645,60%
2646,45%
2647,60%
2648,35%
2649,100%
2650,-0.5%
2651,12%
2652,0.5%
2653,-50%
2654,40%
2655,40%
2656,60%
2657,4.8%
2658,4.2%
2659,3.8%
2660,30%
2661,2.5%
2662,9.5%
2663,10.67%
2664,15%
2665,2.6%
2666,62%
2667,56%
2668,52%
2669,63%
2670,57%
2671,25%
2672,13.6%
2673,25%
2674,12.98%
2675,8.24%
2676,37%
2677,91.9%
2678,97.5%
2679,8.24%
2680,12.98%
2681,100%
2682,32%
2683,18.11%
2684,90%
2685,20%
2686,0.1%
2687,-0.1%
2688,0.5%
2689,20%
2690,-32%
2691,14%
2692,50%
2693,30%
2694,35%
2695,10%
2696,90%
2697,129%
2698,128%
2699,0.5%
2700,0.1%
2701,2.7%
2702,2.2%
2703,-0.1%
2704,2.5%
2705,40%
2706,110%
2707,120%
2708,116%
2709,120%
2710,12%
2711,12%
2712,125%
2713,12%
2714,125%
2715,3.2%
2716,125%
2717,12%
2718,36.12%
2719,12%
2720,125%
2721,12%
2722,125%
2723,40%
2724,30%
2725,50%
2726,60%
2727,20%
2728,25%
2729,125%
2730,90%
2731,88%
2732,19%
2733,320%
2734,2.2%
2735,36%
2736,70%
2737,10%
2738,40%
2739,19%
2740,37%
2741,24%
2742,90%
2743,78%
2744,15%
2745,-4%
2746,17%
2747,-4.7%
2748,1.4%
2749,0.7%
2750,2.4%
2751,3.6%
2752,0.2%
2753,25%
2754,11.9%
2755,-19.9%
2756,11.7%
2757,11.2%
2758,38.7%
2759,47%
2760,51%
2761,58%
2762,2.1%
2763,2.9%
2764,1.8%
2765,2.2%
2766,0.1%
2767,22%
2768,+0.1%
2769,1.5%
2770,0.6%
2771,80%
2772,15%
2773,88%
2774,19%
2775,320%
2776,110%
2777,120%
2778,116%
2779,19.8%
2780,25%
2781,50%
2782,20%
2783,30%
2784,129%
2785,128%
2786,129%
2787,128%
2788,50%
2789,2.8%
2790,17.4%
2791,1.256%
2792,1.123%
2793,67.7%
2794,70%
2795,8.0%
2796,7.1%
2797,39.9%
2798,33.1%
2799,40%
2800,40%
2801,16%
2802,0.5%
2803,3.6%
2804,0.2%
2805,2.6%
2806,-2%
2807,1.5%
2808,50%
2809,75%
2810,14.11%
2811,53%
2812,13%
2813,4.7%
2814,5.0%
2815,5.2%
2816,1.0%
2817,-5%
2818,30%
2819,30%
2820,30%
2821,70%
2822,10%
2823,30%
2824,1.3%
2825,3.6%
2826,9.25%
2827,1.5%
2828,1.37%
2829,0.6%
2830,-0.1%
2831,0.1%
2832,3.5%
2833,3.7%
2834,1.5%
2835,0.4%
2836,3.25%
2837,5.1%
2838,1.0%
2839,0.1%
2840,0.1%
2841,0.3%
2842,0.5%
2843,0.7%
2844,10%
2845,70%
2846,32%
2847,20%
2848,9.9%
2849,7.8%
2850,10.1%
2851,25.5%
2852,50%
2853,75%
2854,25%
2855,57%
2856,20%
2857,31%
2858,56%
2859,11%
2860,100%
2861,40%
2862,200%
2863,30.2%
2864,5.9%
2865,42.4%
2866,4.4%
2867,3.1%
2868,5.0%
2869,2.75%
2870,3.50%
2871,1.75%
2872,1.4%
2873,35%
2874,40%
2875,16%
2876,0.3%
2877,30%
2878,30%
2879,15%
2880,3.7%
2881,60%
2882,80%
2883,22.62%
2884,16%
2885,10%
2886,18.11%
2887,15%
2888,20%
2889,10.2%
2890,2.3%
2891,0.6%
2892,70%
2893,54%
2894,49.7%
2895,4.50%
2896,1.90%
2897,2.0%
2898,10%
2899,90%
2900,10%
2901,6.2%
2902,6.8%
2903,91%
2904,12%
2905,80%
2906,0.7%
2907,0.6%
2908,-0.9%
2909,-0.1%
2910,0.0%
2911,2.0%
2912,1.8%
2913,2.0%
2914,1.2%
2915,2.0%
2916,0.6%
2917,2.0%
2918,3.5%
2919,3.4%
2920,6.7%
2921,6.3%
2922,-1.5%
2923,-1.3%
2924,0.5%
2925,0.7%
2926,4.2%
2927,3.5%
2928,2.8%
2929,1.2%
2930,2.1%
2931,1.8%
2932,140%
2933,13%
2934,61%
2935,64%
2936,+100%
2937,17%
2938,80%
2939,17%
2940,10%
2941,70%
2942,24%
2943,2.9%
2944,28%
2945,8.6%
2946,13.2%
2947,7.7%
2948,7.9%
2949,20%
2950,0.4%
2951,7.8%
2952,150%
2953,2.5%
2954,45%
2955,7.7%
2956,25%
2957,10%
2958,50%
2959,83%
2960,10%
2961,56%
2962,0.5%
2963,1.5%
2964,0.6%
2965,14.7%
2966,12.8%
2967,13%
2968,11%
2969,+10%
2970,40%
2971,0.12%
2972,0.00005%
2973,40%
2974,20%
2975,70%
2976,0.7%
2977,-1.7%
2978,0.8%
2979,99%
2980,47%
2981,25%
2982,20%
2983,24%
2984,13%
2985,23.8%
2986,10%
2987,-0.6%
2988,2.2%
2989,4.9%
2990,6.3%
2991,10.1%
2992,10.4%
2993,15.7%
2994,17.3%
2995,12.3%
2996,8.7%
2997,+0%
2998,+1.6%
2999,7.5%
3000,7.5%
3001,3.75%
3002,99%
3003,47%
3004,25%
3005,-1.7%
3006,0.8%
3007,10%
3008,9.2%
3009,72%
3010,10%
3011,15%
3012,20%
3013,14%
3014,12%
3015,15%
3016,-11%
3017,0.3%
3018,115%
3019,42.1%
3020,59.0%
3021,79.9%
3022,75.8%
3023,110.9%
3024,31.0%
3025,43.7%
3026,36.8%
3027,75.7%
3028,31.3%
3029,54.9%
3030,57.9%
3031,32.9%
3032,41.7%
3033,43.7%
3034,59.7%
3035,38.1%
3036,67.3%
3037,55.3%
3038,64.7%
3039,76.0%
3040,58.3%
3041,61.5%
3042,83.2%
3043,137.6%
3044,224.5%
3045,21.4%
3046,56.9%
3047,29.1%
3048,45.4%
3049,71.1%
3050,77.9%
3051,127.3%
3052,38.2%
3053,49.9%
3054,60.1%
3055,75.2%
3056,68.6%
3057,95.1%
3058,102.6%
3059,129.3%
3060,36.6%
3061,54.0%
3062,63.5%
3063,84.5%
3064,134.7%
3065,10%
3066,10%
3067,21%
3068,22%
3069,70-80%
3070,10%
3071,12%
3072,373%
3073,1000%
3074,2.4%
3075,130%
3076,11.7%
3077,38.7%
3078,65%
3079,65%
3080,70%
3081,50%
3082,10%
3083,130%
3084,50%
3085,79.9%
3086,4.6%
3087,55%
3088,33%
3089,20%
3090,30%
3091,13%
3092,21%
3093,4.6%
3094,10%
3095,55%
3096,59%
3097,1.8%
3098,150%
3099,4.6%
3100,5.0%
3101,8-10%
3102,4.3%
3103,000%
3104,400%
3105,39.6%
3106,3.5%
3107,50%
3108,20%
3109,-1.2%
3110,+0.1%
3111,-1.2%
3112,-3.0%
3113,-1.0%
3114,-1.5%
3115,43%
3116,20%
3117,+1.5%
3118,63%
3119,11.1%
3120,26.4%
3121,26.6%
3122,0.9%
3123,0.8%
3124,0.28%
3125,100%
3126,55%
3127,15%
3128,121%
3129,99%
3130,50%
3131,60%
3132,12%
3133,10%
3134,12%
3135,95%
3136,46%
3137,29%
3138,57%
3139,2.25%
3140,10%
3141,+2.5%
3142,+1.5%
3143,+1.0%
3144,1.1%
3145,0.4%
3146,2.6%
3147,2.2%
3148,2.4%
3149,1.5%
3150,2.5%
3151,1.5%
3152,2.5%
3153,50%
3154,1.1%
3155,0.5%
3156,1.0%
3157,+0.5%
3158,+0.4%
3159,+0.2%
3160,10%
3161,15%
3162,-25%
3163,10%
3164,0.4%
3165,0.1%
3166,0.4%
3167,0.9%
3168,0.8%
3169,1.3%
3170,1.7%
3171,0.99%
3172,0.6%
3173,0.44%
3174,9.2%
3175,15.6%
3176,8.4%
3177,19.4%
3178,13.1%
3179,10.5%
3180,9.6%
3181,1.1%
3182,0.4%
3183,4.5%
3184,0.7%
3185,1.8%
3186,1.2%
3187,2.4%
3188,75%
3189,85%
3190,12%
3191,80%
3192,0.7%
3193,98%
3194,11.3%
3195,1.25%
3196,60%
3197,11%
3198,85%
3199,70%
3200,99%
3201,99%
3202,87%
3203,9.2%
3204,15.6%
3205,8.4%
3206,19.4%
3207,13.1%
3208,10.5%
3209,9.6%
3210,60%
3211,40%
3212,-0.17%
3213,-0.16%
3214,-0.30%
3215,35%
3216,1.45%
3217,0.6%
3218,0.2%
3219,1.9%
3220,6.4%
3221,6.75%
3222,9.9%
3223,60%
3224,40%
3225,20%
3226,5.3%
3227,15%
3228,10%
3229,50.0%
3230,44.2%
3231,18.8%
3232,21.1%
3233,31.2%
3234,34.7%
3235,31.2%
3236,23.1%
3237,30%
3238,6.75%
3239,9.9%
3240,15%
3241,25%
3242,6.75%
3243,9.9%
3244,10%
3245,10%
3246,30%
3247,000%
3248,300%
3249,000%
3250,90%
3251,20%
3252,50%
3253,3.5%
3254,0.5%
3255,20%
3256,15%
3257,25%
3258,35.4%
3259,54.3%
3260,10%
3261,20%
3262,40%
3263,30%
3264,42%
3265,60%
3266,10%
3267,5-6%
3268,25%
3269,-7%
3270,14.1%
3271,6.2%
3272,56%
3273,57%
3274,56%
3275,0.5%
3276,50%
3277,75%
3278,12%
3279,0.5%
3280,15%
3281,14%
3282,2.3%
3283,1.7%
3284,4.7%
3285,5.4%
3286,2.5%
3287,2.5%
3288,14%
3289,9.9%
3290,9.9%
3291,21%
3292,10%
3293,6.5%
3294,50%
3295,95%
3296,10%
3297,15%
3298,100%
3299,31%
3300,14%
3301,7.7%
3302,2.7%
3303,2.6%
3304,0.9%
3305,0.1%
3306,0.2%
3307,0.7%
3308,120%
3309,2.4%
3310,21.8%
3311,1.30%
3312,20-1.25%
3313,25-5.50%
3314,50-6.00%
3315,00-7.50%
3316,6.75%
3317,9.9%
3318,6.75%
3319,9.9%
3320,8.2%
3321,8.0%
3322,-2.9%
3323,+0.9%
3324,+11.9%
3325,16%
3326,20%
3327,20%
3328,37%
3329,47%
3330,47%
3331,100%
3332,80%
3333,10%
3334,10%
3335,15%
3336,7.4%
3337,5.3%
3338,76%
3339,85%
3340,73%
3341,1.2%
3342,0.6%
3343,0.6%
3344,1.2%
3345,4.39%
3346,-1.25%
3347,0.1%
3348,0.5%
3349,0.8%
3350,50%
3351,8.4%
3352,40%
3353,400%
3354,20%
3355,45%
3356,20%
3357,10%
3358,46%
3359,41%
3360,36%
3361,10%
3362,29%
3363,73%
3364,36%
3365,41%
3366,26%
3367,23%
3368,60%
3369,38%
3370,34%
3371,10%
3372,66%
3373,9.9%
3374,15%
3375,0.6%
3376,0.8%
3377,0.5%
3378,0.24%
3379,8.59%
3380,-7.18%
3381,-7.30%
3382,5.56%
3383,4.24%
3384,7.43%
3385,5.46%
3386,5.39%
3387,2.1%
3388,3.5%
3389,10%
3390,2.1%
3391,3.5%
3392,10%
3393,100%
3394,13%
3395,21%
3396,10%
3397,-8%
3398,10-20%
3399,0.2%
3400,1.5%
3401,6.5%
3402,9.9%
3403,20%
3404,2.35%
3405,34%
3406,2.6%
3407,2.4%
3408,1.8%
3409,2.1%
3410,2.0%
3411,40%
3412,210%
3413,400%
3414,150%
3415,110%
3416,93%
3417,440%
3418,700%
3419,6.75%
3420,1.9%
3421,50%
3422,6.5%
3423,2.19%
3424,0.24%
3425,-1.49%
3426,-3.56%
3427,1.5%
3428,1.9%
3429,20%
3430,32.93%
3431,0.5%
3432,-0.44%
3433,-0.33%
3434,-0.30%
3435,72%
3436,25%
3437,25%
3438,1.55%
3439,2.3%
3440,12.6%
3441,10.3%
3442,4.6%
3443,1.0%
3444,12.1%
3445,28.1%
3446,3.1%
3447,14.3%
3448,50%
3449,20%
3450,0.3%
3451,30%
3452,3.7%
3453,3.2%
3454,41%
3455,0.7%
3456,1.7%
3457,242%
3458,22%
3459,3-4%
3460,1-2%
3461,60%
3462,2.5%
3463,9.2%
3464,17.8%
3465,23.2%
3466,5.9%
3467,9.5%
3468,7.2%
3469,10%
3470,19%
3471,19%
3472,4.6%
3473,3.3%
3474,19%
3475,1.1%
3476,4.7%
3477,30%
3478,0.5%
3479,0.1%
3480,100%
3481,11%
3482,3.25%
3483,10%
3484,0.6%
3485,2.3%
3486,40%
3487,100%
3488,40%
3489,100%
3490,40%
3491,80%
3492,40%
3493,21%
3494,21%
3495,85%
3496,25%
3497,54%
3498,19%
3499,95%
3500,0.75%
3501,40%
3502,150%
3503,14%
3504,55%
3505,6.1%
3506,3.3%
3507,99.9%
3508,15%
3509,25%
3510,12%
3511,6.5%
3512,1.1%
3513,-1.4%
3514,-0.5%
3515,+12.6%
3516,9.7%
3517,40%
3518,15-20%
3519,0-5%
3520,66%
3521,25-2.50%
3522,3.5%
3523,0.7%
3524,0.3%
3525,15.26%
3526,10%
3527,50%
3528,6.9%
3529,1.2%
3530,1.26%
3531,2.8%
3532,1.5%
3533,100%
3534,25%
3535,2.9%
3536,9.5%
3537,-3.1%
3538,9.6%
3539,52.6%
3540,18%
3541,70%
3542,13%
3543,54%
3544,100%
3545,100%
3546,13%
3547,15%
3548,1.1%
3549,0.7%
3550,2.4%
3551,0.9%
3552,0.6%
3553,0.2%
3554,50%
3555,000%
3556,15%
3557,85%
3558,45%
3559,66%
3560,92%
3561,30.5%
3562,70%
3563,25%
3564,40%
3565,20%
3566,20%
3567,20%
3568,10-15%
3569,7.5%
3570,30%
3571,40%
3572,37.5%
3573,62.5%
3574,-0.6%
3575,2.2%
3576,10%
3577,95%
3578,40%
3579,24.5%
3580,24.5%
3581,30.7%
3582,21%
3583,29%
3584,29%
3585,90%
3586,10%
3587,30%
3588,26%
3589,100%
3590,+30%
3591,10%
3592,10%
3593,99%
3594,99%
3595,99%
3596,99%
3597,99%
3598,10%
3599,2.1%
3600,1.0%
3601,1.4%
3602,2.5%
3603,3.0%
3604,3.5%
3605,3.3%
3606,2.0%
3607,1.4%
3608,1.2%
3609,75%
3610,+1.6%
3611,-2%
3612,-4%
3613,-2%
3614,87%
3615,84%
3616,7.6%
3617,-4.3%
3618,2.5%
3619,11%
3620,11%
3621,0.1%
3622,1.69%
3623,1.92%
3624,5.4%
3625,30%
3626,20%
3627,15-20%
3628,97%
3629,40%
3630,12%
3631,10%
3632,100%
3633,631%
3634,33.8%
3635,25.9%
3636,12%
3637,0.3%
3638,-13%
3639,-30%
3640,-37%
3641,11%
3642,22%
3643,-1.3%
3644,-0.5%
3645,1.5%
3646,1.2%
3647,3.8%
3648,0.75%
3649,5.1%
3650,20%
3651,20%
3652,20%
3653,36%
3654,34%
3655,20%
3656,17%
3657,19.6%
3658,17.4%
3659,50.6%
3660,63%
3661,73%
3662,100%
3663,-1.3%
3664,-0.5%
3665,1.5%
3666,1.2%
3667,-2.0%
3668,-0.8%
3669,-0.7%
3670,1.2%
3671,1.86%
3672,12.2%
3673,23%
3674,40%
3675,0.5%
3676,0.2%
3677,0.8%
3678,5.6%
3679,91.2%
3680,81.0%
3681,64.6%
3682,0.6%
3683,-2.4%
3684,-2.6%
3685,1.9%
3686,3.3%
3687,2.9%
3688,5.6%
3689,3.6%
3690,7.6%
3691,27.9%
3692,1.29%
3693,1.72%
3694,2.92%
3695,20%
3696,0.5%
3697,45%
3698,20%
3699,50%
3700,3.5%
3701,10%
3702,18.11%
3703,3.5%
3704,80%
3705,70%
3706,2.2%
3707,5.25%
3708,1.3%
3709,0.3%
3710,0.9%
3711,1.3%
3712,3.1%
3713,2.5%
3714,-2%
3715,-2.4%
3716,50%
3717,75%
3718,0.1%
3719,0.09%
3720,100%
3721,20%
3722,20%
3723,30%
3724,30%
3725,18%
3726,10%
3727,10%
3728,58.5%
3729,7.8%
3730,7.4%
3731,7.7%
3732,7.1%
3733,7.6%
3734,1.23%
3735,2.7%
3736,4.5%
3737,1.5%
3738,50%
3739,0.9%
3740,2.6%
3741,100%
3742,100%
3743,25%
3744,100000000000%
3745,25%
3746,+0.55%
3747,+1.38%
3748,+0.55%
3749,+1.38%
3750,50%
3751,4.4%
3752,80%
3753,-0.9%
3754,55%
3755,80%
3756,40%
3757,5.3%
3758,9.5%
3759,6.8%
3760,9.5%
3761,8.1%
3762,10%
3763,2.8%
3764,0.6%
3765,2.8%
3766,65%
3767,75%
3768,70%
3769,12%
3770,12%
3771,-22.5%
3772,-20%
3773,-30%
3774,1.72%
3775,2.8%
3776,-4.5%
3777,29.8%
3778,25%
3779,25%
3780,25%
3781,99.9%
3782,100%
3783,100%
3784,600%
3785,100%
3786,100%
3787,1000%
3788,10%
3789,3.5%
3790,20%
3791,20%
3792,25%
3793,0.5%
3794,230%
3795,175%
3796,125%
3797,2.9%
3798,5.6%
3799,7.6%
3800,350%
3801,550%
3802,10%
3803,18.11%
3804,1.81%
3805,1.54%
3806,0.6%
3807,0.7%
3808,0.5%
3809,0.22%
3810,1.86%
3811,100%
3812,2.43%
3813,2.17%
3814,0.27%
3815,2.47%
3816,0.31%
3817,18.11%
3818,73%
3819,1.7%
3820,73%
3821,1.7%
3822,40%
3823,100%
3824,600%
3825,75%
3826,30%
3827,28%
3828,0.8%
3829,0.5%
3830,-0.8%
3831,-3.9%
3832,0.52%
3833,0.58%
3834,0.7%
3835,0.02%
3836,0.77%
3837,1.4%
3838,0.6%
3839,0.2%
3840,5.9%
3841,49%
3842,37%
3843,14%
3844,0.25%
3845,2.75%
3846,3.6%
3847,25%
3848,9.4%
3849,16.1%
3850,50%
3851,25%
3852,49%
3853,31%
3854,31.4%
3855,40%
3856,10%
3857,90%
3858,4.1%
3859,27.2%
3860,21.5%
3861,25.7%
3862,-7.0%
3863,-0.3%
3864,16.7%
3865,1.8%
3866,1.3%
3867,19%
3868,21%
3869,39%
3870,21%
3871,39%
3872,100%
3873,442%
3874,0.8%
3875,-2.5%
3876,5.5%
3877,0.5%
3878,-3.5%
3879,-0.0%
3880,-0.2%
3881,-0.1%
3882,19%
3883,20%
3884,4.1%
3885,20%
3886,20%
3887,23%
3888,0.8%
3889,1.6%
3890,0.4%
3891,4.5%
3892,98%
3893,300%
3894,1.2%
3895,75%
3896,12%
3897,75%
3898,10%
3899,0.4%
3900,0.1%
3901,0.4%
3902,0.1%
3903,0.3%
3904,0.6%
3905,0.2%
3906,0.2%
3907,1.1%
3908,2.5%
3909,35%
3910,77%
3911,3.48%
3912,3.53%
3913,27%
3914,50%
3915,-3.5%
3916,0.9%
3917,2.6%
3918,-11%
3919,1.75%
3920,3.6%
3921,1.75%
3922,0.4%
3923,15%
3924,0.5%
3925,0.6%
3926,0.8%
3927,1.0%
3928,0.9%
3929,42.9%
3930,36.1%
3931,32.3%
3932,31.7%
3933,30.9%
3934,27.6%
3935,10%
3936,240%
3937,27.6%
3938,29.5%
3939,24.2%
3940,35%
3941,70%
3942,61%
3943,80%
3944,75%
3945,25%
3946,28%
3947,3.6%
3948,28%
3949,3.6%
3950,28%
3951,1.4%
3952,28%
3953,1.4%
3954,28%
3955,28%
3956,3.2%
3957,5.4%
3958,30%
3959,25%
3960,40%
3961,52%
3962,44%
3963,0.1%
3964,1.7%
3965,3.5%
3966,3.6%
3967,50%
3968,1.4%
3969,4.2%
3970,1.2%
3971,3.6%
3972,2.2%
3973,16%
3974,2.1%
3975,40%
3976,40%
3977,13%
3978,1.5%
3979,20%
3980,+12.4%
3981,+12.6%
3982,7.7%
3983,20.9%
3984,21.3%
3985,+20.2%
3986,-0.2%
3987,10.8%
3988,12.0%
3989,4.5%
3990,2.4%
3991,1.7%
3992,70%
3993,10%
3994,10%
3995,10%
3996,20%
3997,35%
3998,600%
3999,100%
4000,70%
4001,50%
4002,0.3%
4003,0.3%
4004,30%
4005,1.6%
4006,1.0%
4007,0.4%
4008,10%
4009,75%
4010,75%
4011,30-35%
4012,-1.7%
4013,-2.3%
4014,-2.3%
4015,8.5%
4016,30-35%
4017,64%
4018,40.3%
4019,64%
4020,21%
4021,7.3%
4022,5.9%
4023,5.4%
4024,5.3%
4025,5.0%
4026,50.66%
4027,49.07%
4028,100%
4029,20%
4030,20%
4031,35%
4032,76%
4033,72%
4034,71%
4035,90%
4036,82%
4037,58%
4038,10%
4039,10%
4040,10%
4041,7.0%
4042,50%
4043,55%
4044,13%
4045,2.5%
4046,17.4%
4047,1.25%
4048,0.7%
4049,3.5%
4050,0.05%
4051,0.05%
4052,0.9%
4053,1.6%
